customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUS-00200,Male,0,Yes,Yes,50,No,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.31,3734.38,No
CUS-00201,Female,1,No,No,8,Yes,No,DSL,No,No internet service,No,Two year,No,Bank transfer (automatic),93.44,720.57,Yes
CUS-00202,Male,1,Yes,No,30,Yes,No phone service,Fiber optic,No,Yes,No,Month-to-month,No,Electronic check,104.93,3201.69,Yes
CUS-00203,Male,0,No,No,40,Yes,No,DSL,No,No,No,Month-to-month,Yes,Credit card (automatic),111.41,4416.37,Yes
CUS-00204,Female,0,Yes,No,33,Yes,Yes,DSL,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),26.98,873.56,No
CUS-00205,Male,0,No,No,52,Yes,No phone service,Fiber optic,Yes,No,No internet service,One year,Yes,Electronic check,88.18,4489.51,No
CUS-00206,Female,0,No,No,33,No,No phone service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,80.98,2715.81,Yes
CUS-00207,Female,0,No,No,37,Yes,Yes,No,No internet service,Yes,No,Two year,No,Electronic check,78.01,3002.85,No
CUS-00208,Female,0,Yes,Yes,70,Yes,No phone service,Fiber optic,No,Yes,No,Month-to-month,No,Credit card (automatic),32.54,2354.4,Yes
CUS-00209,Male,0,No,No,69,Yes,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,No,Electronic check,95.32,6477.74,Yes
CUS-00210,Male,0,Yes,No,4,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.56,202.36,Yes
CUS-00211,Male,1,No,No,60,No,No,Fiber optic,No internet service,No internet service,No,One year,Yes,Credit card (automatic),40.22,2419.81,No
CUS-00212,Male,0,No,Yes,31,Yes,No,Fiber optic,No internet service,No,No,Two year,Yes,Bank transfer (automatic),88.73,2734.23,No
CUS-00213,Male,0,Yes,No,14,Yes,No,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),39.54,542.31,Yes
CUS-00214,Male,0,Yes,No,60,Yes,Yes,DSL,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),67.87,3901.67,Yes
CUS-00215,Male,1,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Month-to-month,No,Mailed check,49.75,3278.95,No
CUS-00216,Female,0,Yes,Yes,26,Yes,No phone service,No,No,No,Yes,Two year,No,Credit card (automatic),100.35,2626.43,No
CUS-00217,Male,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),113.44,2784.81,No
CUS-00218,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No,One year,Yes,Bank transfer (automatic),100.46,5365.16,No
CUS-00219,Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,57.69,512.94,Yes
CUS-00220,Male,0,No,No,35,Yes,No,Fiber optic,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),34.28,1159.7,No
CUS-00221,Male,1,No,No,24,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),87.84,2129.69,No
CUS-00222,Female,0,Yes,No,31,Yes,Yes,DSL,No internet service,No,Yes,One year,No,Electronic check,108.37,3481.98,No
CUS-00223,Female,0,No,No,66,Yes,No,Fiber optic,No internet service,No internet service,No,Two year,No,Electronic check,58.15,4002.81,Yes
CUS-00224,Female,1,No,No,66,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),22.08,1513.42,No
CUS-00225,Female,0,No,Yes,41,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,30.44,1294.51,No
CUS-00226,Male,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,Yes,One year,Yes,Electronic check,56.27,2046.17,Yes
CUS-00227,Female,1,Yes,No,34,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,67.93,2250.26,No
CUS-00228,Male,0,No,Yes,39,Yes,No,DSL,Yes,Yes,Yes,Two year,No,Electronic check,47.06,1880.66,No
CUS-00229,Male,0,No,No,23,Yes,Yes,DSL,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),66.75,1569.72,Yes
CUS-00230,Female,0,Yes,Yes,44,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card (automatic),113.88,4843.69,No
CUS-00231,Female,0,No,Yes,70,Yes,No,Fiber optic,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),25.7,1744.1,No
CUS-00232,Female,0,Yes,No,58,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Electronic check,98.35,5481.45,No
CUS-00233,Female,0,Yes,No,59,Yes,No,DSL,No,No internet service,No internet service,Two year,Yes,Electronic check,63.53,3747.78,No
CUS-00234,Female,0,No,No,26,Yes,No,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Mailed check,83.37,2128.94,Yes
CUS-00235,Female,1,No,No,22,Yes,No,Fiber optic,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),114.94,2629.86,Yes
CUS-00236,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,No,Electronic check,63.96,2439.86,No
CUS-00237,Female,1,No,Yes,11,Yes,Yes,DSL,Yes,No,No internet service,One year,Yes,Electronic check,27.6,298.26,Yes
CUS-00238,Male,0,No,Yes,9,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,100.79,941.22,No
CUS-00239,Female,0,No,No,12,Yes,No,Fiber optic,No,No,No internet service,One year,No,Mailed check,44.47,560.27,No
CUS-00240,Female,0,No,No,26,Yes,No,DSL,Yes,No internet service,No,One year,Yes,Mailed check,108.52,2884.44,No
CUS-00241,Male,0,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,26.19,1035.1,No
CUS-00242,Female,0,Yes,No,3,Yes,No,DSL,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),40.8,116.48,No
CUS-00243,Male,1,Yes,Yes,15,No,No,Fiber optic,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),114.81,1768.95,No
CUS-00244,Male,0,No,No,47,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,No,Mailed check,106.03,4964.29,Yes
CUS-00245,Female,0,No,No,5,Yes,Yes,No,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),39.88,203.2,No
CUS-00246,Male,0,Yes,No,54,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,95.65,5128.92,Yes
CUS-00247,Male,0,Yes,Yes,24,Yes,No,DSL,No,No,Yes,One year,Yes,Credit card (automatic),26.63,643.55,No
CUS-00248,Male,0,Yes,No,11,Yes,Yes,DSL,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,33.79,362.77,Yes
CUS-00249,Male,0,Yes,Yes,33,Yes,Yes,DSL,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,36.23,1204.45,No
CUS-00250,Female,0,No,No,57,Yes,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Mailed check,22.32,1245.63,No
CUS-00251,Male,0,No,Yes,52,Yes,No,DSL,No,No,Yes,Two year,No,Electronic check,66.46,3379.98,No
CUS-00252,Female,0,Yes,No,64,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,57.06,3588.71,No
CUS-00253,Male,0,No,No,43,No,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,76.96,3210.25,No
CUS-00254,Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,One year,No,Bank transfer (automatic),86.87,3716.31,No
CUS-00255,Male,1,No,No,36,Yes,Yes,Fiber optic,No internet service,No internet service,No,One year,Yes,Credit card (automatic),77.53,2911.52,No
CUS-00256,Male,0,Yes,Yes,12,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.85,547.69,Yes
CUS-00257,Female,0,Yes,No,56,No,No,DSL,No,No,Yes,Month-to-month,No,Mailed check,26.26,1487.35,Yes
CUS-00258,Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,Two year,No,Bank transfer (automatic),91.2,275.56,No
CUS-00259,Male,0,No,No,50,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Credit card (automatic),48.91,2388.13,Yes
CUS-00260,Male,1,No,No,29,Yes,Yes,Fiber optic,No internet service,No,No internet service,Two year,No,Electronic check,42.71,1176.68,No
CUS-00261,Female,0,No,No,16,Yes,No,Fiber optic,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,87.05,1337.69,No
CUS-00262,Male,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,Month-to-month,No,Electronic check,62.19,2569.89,No
CUS-00263,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,38.45,997.6,Yes
CUS-00264,Male,0,Yes,No,70,Yes,No phone service,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,94.65,6431.22,No
CUS-00265,Female,0,No,Yes,42,Yes,No phone service,DSL,No,No internet service,Yes,One year,Yes,Electronic check,98.64,4313.91,No
CUS-00266,Female,0,Yes,Yes,57,Yes,No,Fiber optic,No,No,Yes,One year,Yes,Credit card (automatic),116.53,6846.67,No
CUS-00267,Female,0,Yes,Yes,10,Yes,No phone service,DSL,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),64.8,619.05,No
CUS-00268,Male,0,No,Yes,38,Yes,No,Fiber optic,Yes,No,Yes,Two year,No,Electronic check,21.67,835.27,No
CUS-00269,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,Yes,Two year,Yes,Electronic check,69.73,558.71,No
CUS-00270,Female,1,No,Yes,18,No,Yes,Fiber optic,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,20.33,361.0,Yes
CUS-00271,Female,0,Yes,Yes,17,Yes,No phone service,DSL,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.76,1916.46,No
CUS-00272,Female,0,No,No,58,Yes,No,DSL,No,No,No,Month-to-month,No,Bank transfer (automatic),35.48,1986.03,Yes
CUS-00273,Female,0,Yes,No,66,Yes,Yes,No,Yes,No,No internet service,One year,Yes,Electronic check,110.54,7627.43,No
CUS-00274,Male,1,No,No,44,Yes,No,DSL,No,No,Yes,One year,Yes,Bank transfer (automatic),113.0,4808.67,No
CUS-00275,Female,0,Yes,No,9,Yes,Yes,DSL,Yes,No,No,Month-to-month,No,Credit card (automatic),95.55,832.96,Yes
CUS-00276,Male,1,Yes,Yes,48,Yes,No phone service,Fiber optic,No,No,Yes,One year,No,Electronic check,26.73,1266.21,No
CUS-00277,Female,0,No,Yes,39,Yes,No,DSL,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),73.84,2796.99,No
CUS-00278,Male,0,No,No,6,Yes,Yes,No,Yes,No internet service,Yes,One year,No,Electronic check,53.43,314.58,Yes
CUS-00279,Female,0,No,No,30,Yes,Yes,DSL,No,Yes,No,One year,Yes,Electronic check,100.02,2862.53,Yes
CUS-00280,Female,0,Yes,No,18,Yes,No phone service,Fiber optic,Yes,No,No,Month-to-month,No,Mailed check,48.22,877.88,No
CUS-00281,Female,0,Yes,No,43,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Mailed check,63.13,2644.32,Yes
CUS-00282,Female,0,No,Yes,33,Yes,No,Fiber optic,Yes,No,No,Two year,No,Mailed check,75.37,2604.35,Yes
CUS-00283,Male,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,Two year,No,Credit card (automatic),21.53,1097.07,No
CUS-00284,Female,0,No,Yes,56,Yes,Yes,No,No,No,No internet service,One year,Yes,Electronic check,78.89,4231.11,No
CUS-00285,Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),52.43,963.72,Yes
CUS-00286,Male,0,No,No,69,Yes,No,DSL,No internet service,Yes,No,One year,Yes,Mailed check,70.92,4914.25,No
CUS-00287,Male,0,No,No,26,Yes,No,DSL,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),30.48,812.09,No
CUS-00288,Male,0,Yes,No,29,Yes,Yes,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,51.58,1504.65,No
CUS-00289,Female,0,Yes,No,24,No,No,Fiber optic,Yes,No,No,One year,Yes,Electronic check,76.18,1894.21,Yes
CUS-00290,Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,Yes,Two year,No,Credit card (automatic),75.16,455.18,Yes
CUS-00291,Male,1,Yes,No,54,Yes,No phone service,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.8,1759.23,No
CUS-00292,Male,0,No,No,39,No,Yes,DSL,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),59.47,2246.43,No
CUS-00293,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No internet service,Yes,Two year,Yes,Mailed check,69.95,275.82,Yes
CUS-00294,Female,0,No,No,58,Yes,Yes,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),26.12,1578.59,No
CUS-00295,Female,1,Yes,No,48,Yes,Yes,DSL,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),77.94,3726.16,Yes
CUS-00296,Female,0,Yes,Yes,60,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,No,Credit card (automatic),41.17,2562.62,Yes
CUS-00297,Male,0,Yes,No,26,Yes,Yes,No,No internet service,Yes,No,Two year,Yes,Electronic check,110.02,2738.85,No
CUS-00298,Male,1,No,No,40,Yes,No,Fiber optic,No internet service,Yes,Yes,Two year,No,Electronic check,44.85,1827.5,Yes
CUS-00299,Female,0,Yes,No,56,Yes,Yes,DSL,No internet service,No,No,One year,Yes,Mailed check,96.74,5399.68,No
CUS-00300,Male,0,No,No,39,Yes,No,DSL,Yes,No,Yes,One year,Yes,Electronic check,76.22,2875.4,No
CUS-00301,Male,0,Yes,Yes,39,Yes,No phone service,DSL,No,No,Yes,Month-to-month,No,Bank transfer (automatic),86.53,3233.47,No
CUS-00302,Male,0,Yes,Yes,48,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),108.18,5096.73,Yes
CUS-00303,Female,0,No,No,25,Yes,No,Fiber optic,Yes,Yes,No internet service,Two year,No,Credit card (automatic),102.78,2651.88,No
CUS-00304,Female,0,No,Yes,34,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,30.77,1060.89,No
CUS-00305,Male,0,Yes,Yes,21,Yes,Yes,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),111.37,2329.9,No
CUS-00306,Female,1,No,Yes,25,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),31.87,824.28,No
CUS-00307,Female,0,No,Yes,22,Yes,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,49.64,1057.25,No
CUS-00308,Female,0,No,No,23,Yes,No phone service,DSL,Yes,Yes,No,One year,No,Mailed check,70.31,1581.39,No
CUS-00309,Female,0,No,No,25,Yes,Yes,Fiber optic,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),111.33,2798.3,Yes
CUS-00310,Female,0,No,No,26,Yes,No,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Electronic check,80.72,2117.53,Yes
CUS-00311,Male,0,Yes,No,30,Yes,No,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),105.5,3108.33,Yes
CUS-00312,Female,0,No,Yes,38,Yes,Yes,DSL,Yes,Yes,No,One year,Yes,Electronic check,112.17,4264.3,No
CUS-00313,Male,0,Yes,Yes,34,Yes,No,No,No,No,No,One year,No,Credit card (automatic),92.85,3036.93,No
CUS-00314,Male,0,No,No,15,Yes,No,DSL,Yes,No internet service,Yes,Month-to-month,No,Electronic check,66.19,944.3,Yes
CUS-00315,Female,0,Yes,No,44,Yes,No,DSL,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.8,2600.44,No
CUS-00316,Male,0,Yes,Yes,10,No,No,Fiber optic,No,Yes,No,Month-to-month,No,Mailed check,45.52,452.54,Yes
CUS-00317,Male,0,No,No,37,Yes,Yes,DSL,No internet service,No,No,Month-to-month,No,Mailed check,68.66,2472.1,Yes
CUS-00318,Male,0,Yes,No,7,No,No,DSL,Yes,No internet service,Yes,Two year,No,Electronic check,22.8,156.88,No
CUS-00319,Female,0,Yes,No,32,Yes,Yes,DSL,Yes,Yes,Yes,Two year,Yes,Mailed check,40.81,1308.23,No
CUS-00320,Female,1,No,Yes,11,Yes,Yes,DSL,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),53.83,618.57,No
CUS-00321,Male,0,No,No,48,Yes,Yes,DSL,No internet service,No,Yes,Month-to-month,Yes,Mailed check,103.34,5069.93,Yes
CUS-00322,Female,0,No,Yes,68,Yes,No phone service,DSL,No,No internet service,No,Two year,Yes,Bank transfer (automatic),55.61,3950.96,No
CUS-00323,Female,0,Yes,No,48,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,41.95,1935.49,Yes
CUS-00324,Female,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,One year,No,Mailed check,96.27,4192.78,No
CUS-00325,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,One year,Yes,Bank transfer (automatic),112.32,3655.79,Yes
CUS-00326,Male,1,Yes,Yes,4,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Month-to-month,No,Mailed check,95.48,372.15,No
CUS-00327,Male,1,No,Yes,47,Yes,Yes,DSL,No,No,No,One year,Yes,Mailed check,30.58,1502.95,No
CUS-00328,Female,0,No,No,53,Yes,Yes,DSL,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,50.03,2564.4,No
CUS-00329,Female,0,No,No,31,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),78.29,2346.88,No
CUS-00330,Male,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,37.6,1164.16,Yes
CUS-00331,Male,0,Yes,No,27,Yes,No,DSL,Yes,No internet service,Yes,One year,No,Mailed check,81.66,2248.23,Yes
CUS-00332,Female,0,No,Yes,48,Yes,No phone service,No,No,No,No,Month-to-month,Yes,Electronic check,41.6,1972.7,Yes
CUS-00333,Male,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.27,2483.01,No
CUS-00334,Female,0,No,Yes,49,Yes,No,DSL,No internet service,Yes,No internet service,Two year,Yes,Electronic check,88.68,4460.84,No
CUS-00335,Female,0,No,Yes,31,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,96.68,3130.58,No
CUS-00336,Male,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,Two year,Yes,Credit card (automatic),98.06,4448.61,Yes
CUS-00337,Male,1,No,No,59,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),95.48,5824.9,No
CUS-00338,Female,0,No,No,23,No,No,DSL,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),31.71,754.7,No
CUS-00339,Female,0,No,No,68,Yes,No,DSL,No internet service,No internet service,No,One year,Yes,Electronic check,116.93,8157.58,No
CUS-00340,Male,0,Yes,No,42,Yes,No,Fiber optic,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,95.22,4121.39,Yes
CUS-00341,Female,1,Yes,Yes,42,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Mailed check,28.41,1142.71,No
CUS-00342,Male,1,No,No,13,Yes,No,DSL,Yes,No internet service,Yes,One year,No,Credit card (automatic),87.76,1090.07,No
CUS-00343,Female,0,No,No,1,No,Yes,No,No,No,No internet service,One year,No,Bank transfer (automatic),65.0,62.24,No
CUS-00344,Male,0,Yes,No,53,No,No,DSL,No,No,No,Two year,Yes,Mailed check,60.8,3251.89,No
CUS-00345,Male,0,Yes,No,40,Yes,No,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,85.66,3337.74,No
CUS-00346,Male,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),34.79,1524.83,No
CUS-00347,Female,0,No,No,22,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),117.94,2484.81,Yes
CUS-00348,Female,0,Yes,No,52,Yes,No,Fiber optic,No,Yes,Yes,One year,Yes,Mailed check,72.45,3604.85,No
CUS-00349,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.46,2196.54,Yes
CUS-00350,Female,0,No,Yes,53,Yes,No,DSL,No,No internet service,Yes,Month-to-month,No,Electronic check,60.52,3093.01,Yes
CUS-00351,Male,0,No,No,63,Yes,No,Fiber optic,No,No,Yes,Two year,No,Bank transfer (automatic),78.59,5122.36,Yes
CUS-00352,Male,1,Yes,Yes,17,Yes,Yes,DSL,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,84.4,1505.49,Yes
CUS-00353,Female,0,Yes,Yes,64,Yes,No,DSL,No,No,Yes,One year,No,Bank transfer (automatic),52.55,3343.42,No
CUS-00354,Female,0,No,Yes,6,Yes,No phone service,DSL,No internet service,No,Yes,One year,No,Mailed check,64.21,386.71,No
CUS-00355,Male,0,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),43.56,595.2,No
CUS-00356,Female,0,No,No,17,Yes,Yes,DSL,No,No,No,Month-to-month,No,Electronic check,95.2,1643.57,No
CUS-00357,Female,0,No,No,38,Yes,Yes,Fiber optic,No,No internet service,No,Month-to-month,Yes,Mailed check,91.74,3630.79,No
CUS-00358,Male,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,99.09,6618.96,Yes
CUS-00359,Male,1,No,Yes,13,Yes,Yes,DSL,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),88.28,1199.65,Yes
CUS-00360,Female,0,Yes,No,53,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,20.01,1030.98,Yes
CUS-00361,Male,0,Yes,Yes,9,Yes,No phone service,Fiber optic,No,Yes,Yes,Two year,No,Bank transfer (automatic),37.11,326.17,No
CUS-00362,Male,0,No,No,44,Yes,No phone service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,56.86,2604.81,No
CUS-00363,Female,0,No,Yes,26,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),41.42,1086.98,No
CUS-00364,Male,0,Yes,Yes,19,No,Yes,DSL,Yes,Yes,No,Two year,Yes,Credit card (automatic),71.17,1288.9,No
CUS-00365,Male,0,Yes,No,48,Yes,Yes,No,No,No,No internet service,One year,Yes,Mailed check,107.81,5331.65,No
CUS-00366,Female,0,Yes,No,30,Yes,No,DSL,No,No internet service,No,Month-to-month,No,Mailed check,91.81,2793.43,No
CUS-00367,Female,0,Yes,No,32,No,No,No,No internet service,No,No,Two year,No,Bank transfer (automatic),44.65,1463.53,No
CUS-00368,Male,0,No,Yes,69,Yes,No,Fiber optic,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),57.76,3850.63,No
CUS-00369,Male,0,Yes,No,11,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Mailed check,23.2,264.72,Yes
CUS-00370,Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,One year,Yes,Electronic check,18.62,497.81,No
CUS-00371,Female,0,Yes,Yes,26,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,60.51,1645.22,Yes
CUS-00372,Female,0,No,Yes,17,Yes,No,Fiber optic,No internet service,Yes,No,Two year,Yes,Mailed check,90.79,1529.35,No
CUS-00373,Female,0,No,Yes,44,Yes,No,Fiber optic,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),104.08,4587.93,No
CUS-00374,Male,1,No,No,23,Yes,Yes,DSL,No,Yes,No,One year,No,Electronic check,61.15,1434.82,No
CUS-00375,Female,0,Yes,Yes,25,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),36.03,865.12,No
CUS-00376,Female,0,Yes,No,37,Yes,Yes,DSL,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),44.14,1585.88,No
CUS-00377,Male,1,Yes,Yes,65,No,Yes,Fiber optic,No,No internet service,No internet service,One year,No,Electronic check,62.55,3979.66,No
CUS-00378,Female,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Two year,Yes,Mailed check,82.96,173.31,No
CUS-00379,Male,0,No,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,Two year,Yes,Mailed check,72.28,2197.63,Yes
CUS-00380,Female,0,No,No,55,No,No phone service,Fiber optic,No,Yes,Yes,Two year,Yes,Electronic check,102.06,5890.58,No
CUS-00381,Female,0,No,Yes,50,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer (automatic),19.85,982.14,No
CUS-00382,Female,0,Yes,No,65,Yes,No phone service,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),117.21,7731.63,Yes
